,Name,StandardSmiles,Molecules,tanimoto_avalon
1331,Hydromorphinol,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)CC[C@@]3(O)[C@H]1C5,<rdkit.Chem.rdchem.Mol object at 0x7f615f694cf0>,0.3557483731019523
1334,Benzoylecgonine,CN1C2CCC1C(C(=O)O)[C@@H](OC(=O)c1ccccc1)C2,<rdkit.Chem.rdchem.Mol object at 0x7f615f694e40>,0.3939393939393939
1342,Ecgonine,CN1C2CCC1C(C(=O)O)[C@@H](O)C2,<rdkit.Chem.rdchem.Mol object at 0x7f615f681200>,0.3711340206185567
1348,Desomorphine,CN1CCC23c4c5ccc(O)c4OC2CCCC3C1C5,<rdkit.Chem.rdchem.Mol object at 0x7f615f6814a0>,0.35697399527186763
1355,Acetyldihydrocodeine,COc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341,<rdkit.Chem.rdchem.Mol object at 0x7f615f6817b0>,0.37089201877934275
1364,Drotebanol,COc1ccc2c(c1OC)[C@]13CCN(C)[C@H](C2)[C@]1(O)CC[C@@H](O)C3,<rdkit.Chem.rdchem.Mol object at 0x7f615f681b30>,0.35251798561151076
1365,Diprenorphine,CO[C@]12CC[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,<rdkit.Chem.rdchem.Mol object at 0x7f615f681ba0>,0.3481953290870488
1368,Dihydrocodeine,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341,<rdkit.Chem.rdchem.Mol object at 0x7f615f681cf0>,0.3744075829383886
1370,Cloxazolam,O=C1CN2CCOC2(c2ccccc2Cl)c2cc(Cl)ccc2N1,<rdkit.Chem.rdchem.Mol object at 0x7f615f681dd0>,0.34959349593495936
1385,Codeine-N-oxide,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)[N@@+](C)([O-])CC[C@@]341,<rdkit.Chem.rdchem.Mol object at 0x7f615f6764a0>,0.3473684210526316
1387,Ohmefentanyl,CCC(=O)N(c1ccccc1)C1CCN(CC(O)c2ccccc2)CC1C,<rdkit.Chem.rdchem.Mol object at 0x7f615f676580>,0.3333333333333333
1390,Benzylmorphine,CN1CC[C@]23c4c5ccc(OCc6ccccc6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,<rdkit.Chem.rdchem.Mol object at 0x7f615f6766d0>,0.3620309050772627
1402,Ketazolam,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,<rdkit.Chem.rdchem.Mol object at 0x7f615f676ba0>,0.3253012048192771
1406,Solifenacin,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f676cf0>,0.4146341463414634
1409,Cinolazepam,N#CCCN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21,<rdkit.Chem.rdchem.Mol object at 0x7f615f676e40>,0.3460410557184751
1415,Lopinavir,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O,<rdkit.Chem.rdchem.Mol object at 0x7f615f6910b0>,0.4
1417,Meticillin,COc1cccc(OC)c1C(=O)NC1C(=O)N2C(C(=O)O)C(C)(C)S[C@H]12,<rdkit.Chem.rdchem.Mol object at 0x7f615f691190>,0.3325581395348837
1422,Periciazine,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,<rdkit.Chem.rdchem.Mol object at 0x7f615f6913c0>,0.35185185185185186
1431,Molindone,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,<rdkit.Chem.rdchem.Mol object at 0x7f615f6917b0>,0.3333333333333333
1440,Lincomycin,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,<rdkit.Chem.rdchem.Mol object at 0x7f615f691b30>,0.3885135135135135
1487,RU84687,CC(=O)NC(Cc1ccc(OP(=O)(O)O)c(C=O)c1)C(=O)NC1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7f615f68f510>,0.35294117647058826
1527,"N-[2-hydroxy-1-indanyl]-5-[(2-tertiarybutylaminocarbonyl)-4(benzo[1,3]dioxol-5-ylmethyl)-piperazino]-4-hydroxy-2-(1-phenylethyl)-pentanamide",C[C@H](c1ccccc1)C(C[C@H](O)CN1CCN(Cc2ccc3c(c2)OCO3)CC1C(=O)NC(C)(C)C)C(=O)N[C@H]1c2ccccc2C[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7f615f6837b0>,0.42045454545454547
1536,"(4R,5S,6S,7R)-1,3-dibenzyl-4,7-bis(phenoxymethyl)-5,6-dihydroxy-1,3 diazepan-2-one",O=C1N(Cc2ccccc2)[C@H](COc2ccccc2)[C@H](O)[C@@H](O)[C@@H](COc2ccccc2)N1Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f683ac0>,0.41312741312741313
1570,Methylumbelliferyl sialic acid,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](Oc2ccc3c(C)cc(=O)oc3c2)(C(=O)O)C[C@@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7f615f6906d0>,0.35714285714285715
1589,Piclamilast,COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)cc1OC1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x7f615f690d60>,0.3384615384615385
1591,SB-409513,O=C1NC(=O)C(c2cccc(Cl)c2)C1=Nc1ccc(Cl)c(C(=O)O)c1,<rdkit.Chem.rdchem.Mol object at 0x7f615f690dd0>,0.334384858044164
1613,Castanospermine,OC1CN2CC[C@H](O)[C@@H]2C(O)[C@@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7f615f67d5f0>,0.35361216730038025
1617,2-{[4-(2-Acetylamino-2-pentylcarbamoyl-ethyl)-naphthalen-1-YL]-oxalyl-amino}-benzoic acid,CCCCCNC(=O)C(Cc1ccc(N(C(=O)C(=O)O)c2ccccc2C(=O)O)c2ccccc12)NC(C)=O,<rdkit.Chem.rdchem.Mol object at 0x7f615f67d7b0>,0.3202846975088968
1621,"(3S)-Tetrahydro-3-furanyl {(2S,3S)-4-[(2S,4R)-4-{(1S,2R)-2-[(S)-amino(hydroxy)methoxy]-2,3-dihydro-1H-inden-1-yl}-2-benzyl-3-oxo-2-pyrrolidinyl]-3-hydroxy-1-phenyl-2-butanyl}carbamate",N[C@@H](O)O[C@@H]1Cc2ccccc2[C@@H]1C1CN[C@@](Cc2ccccc2)(C[C@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CCOC2)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7f615f67d970>,0.3601036269430052
1672,(S)-2-{Methyl-[2-(Naphthalene-2-Sulfonylamino)-5-(Naphthalene-2-Sulfonyloxy)-Benzoyl]-Amino}-Succinicacid,CN(C(=O)c1cc(OS(=O)(=O)c2ccc3ccccc3c2)ccc1NS(=O)(=O)c1ccc2ccccc2c1)C(CC(=O)O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f615f687ba0>,0.3663663663663664
1696,RU85493,CC(=O)NC(Cc1ccc(OCC(=O)O)c(P(=O)(O)O)c1)C(=O)NC1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7f615f68b350>,0.3577981651376147
1718,7-Hydroxystaurosporine,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@@H]4O,<rdkit.Chem.rdchem.Mol object at 0x7f615f68b9e0>,0.3313008130081301
1725,Balanol Analog 2,O=C(NC1CNCCCC1OC(=O)c1ccc(C(=O)c2ccccc2O)cc1)c1ccc(O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f68bc80>,0.32945736434108525
1728,(S)-blebbistatin,Cc1ccc2c(c1)C(=O)[C@]1(O)CCN(c3ccccc3)C1=N2,<rdkit.Chem.rdchem.Mol object at 0x7f615f68bdd0>,0.3333333333333333
1729,4-Carbamoyl-1-Beta-D-Ribofuranosyl-Imidazolium-5-Olate-5'-Phosphate,NC(=O)C1NCN([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7f615f68be40>,0.32098765432098764
1732,"1-(2,6-Dichlorophenyl)-5-(2,4-Difluorophenyl)-7-Piperidin-4-Yl-3,4-Dihydroquinolin-2(1h)-One",O=C1CCc2c(-c3ccc(F)cc3F)cc(C3CCNCC3)cc2N1c1c(Cl)cccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7f615f68bf90>,0.41830065359477125
1738,Rolipram,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x7f615f682270>,0.36162361623616235
1791,L-756423,CC(C)(C)NC(=O)C1CN(Cc2cc3ccccc3o2)CCN1C[C@@H](O)CC(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7f615f6625f0>,0.38944723618090454
1792,Staurosporine,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,<rdkit.Chem.rdchem.Mol object at 0x7f615f662660>,0.32432432432432434
1801,Alrestatin,O=C(O)CN1C(=O)c2cccc3cccc(c23)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7f615f662970>,0.32936507936507936
1802,Fidarestat,NC(=O)C1C[C@]2(NC(=O)NC2=O)c2cc(F)ccc2O1,<rdkit.Chem.rdchem.Mol object at 0x7f615f6629e0>,0.3979591836734694
1815,Tridolgosir,OC1CN2CCC[C@@H](O)[C@@H]2C1O,<rdkit.Chem.rdchem.Mol object at 0x7f615f662f20>,0.35361216730038025
1819,"D-[3-hydroxy-2-methyl-5-phosphonooxymethyl-pyridin-4-ylmethyl]-N,O-cycloserylamide",Cc1ncc(COP(=O)(O)O)c(CNC2CONC2=O)c1O,<rdkit.Chem.rdchem.Mol object at 0x7f615f689120>,0.3404255319148936
1879,"(S,R)-fidarestat",NC(=O)C1C[C@@]2(NC(=O)NC2=O)c2cc(F)ccc2O1,<rdkit.Chem.rdchem.Mol object at 0x7f615f66b900>,0.3979591836734694
1880,Mozenavir,Nc1cccc(CN2C(=O)N(Cc3cccc(N)c3)C(Cc3ccccc3)C(O)C(O)C2Cc2ccccc2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f615f66b890>,0.37906137184115524
1890,Zk-806450,CC(=N)N1CCC(Oc2ccc3c4ccccc4n(Cc4ccc5ccc(C(=N)N)cc5c4)c3c2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f615f66b5f0>,0.3362573099415205
1893,Daidzin,O=c1c(-c2ccc(O)cc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12,<rdkit.Chem.rdchem.Mol object at 0x7f615f66b4a0>,0.3366013071895425
1895,CP-271485,CN1c2ccc([C@H]3CN(Cc4ccccc4)C(=O)CO3)cc2CS1(=O)=O,<rdkit.Chem.rdchem.Mol object at 0x7f615f66b3c0>,0.3418079096045198
1900,Glycochenodeoxycholic Acid,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,<rdkit.Chem.rdchem.Mol object at 0x7f615f66b190>,0.32051282051282054
1909,Zenarestat,O=C(O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21,<rdkit.Chem.rdchem.Mol object at 0x7f615f68d270>,0.37283236994219654
1929,"2,3-Bis-Benzo[1,3]Dioxol-5-Ylmethyl-Succinic Acid",O=C(O)C(Cc1ccc2c(c1)OCO2)C(Cc1ccc2c(c1)OCO2)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f615f68d900>,0.3205574912891986
1930,3-[(3-sec-butyl-4-hydroxybenzoyl)amino]azepan-4-yl 4-(2-hydroxy-5-methoxybenzoyl)benzoate,CCC(C)c1cc(C(=O)NC2CNCCCC2OC(=O)c2ccc(C(=O)c3cc(OC)ccc3O)cc2)ccc1O,<rdkit.Chem.rdchem.Mol object at 0x7f615f68d970>,0.33676975945017185
1935,Hydroxy-Phenyl-Acetic Acid 8-Methyl-8-Aza-Bicyclo[3.2.1]Oct-3-Yl Ester,CN1C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,<rdkit.Chem.rdchem.Mol object at 0x7f615f68dba0>,0.3688212927756654
1964,"(7as,12ar,12bs)-1,2,3,4,7a,12,12a,12b-Octahydroindolo[2,3-a]Quinolizin-7(6h)-One",O=C1CN2CCCC[C@H]2[C@@H]2Nc3ccccc3C12,<rdkit.Chem.rdchem.Mol object at 0x7f615f68cac0>,0.33903133903133903
2078,"1-(5-Carboxypentyl)-5-[(2,6-Dichlorobenzyl)Oxy]-1 H-Indole-2-Carboxylic Acid",O=C(O)CCCCCn1c(C(=O)O)cc2cc(OCc3c(Cl)cccc3Cl)ccc21,<rdkit.Chem.rdchem.Mol object at 0x7f615f67c120>,0.3728813559322034
2102,"Mdl 101,146",CC(C)C(NC(=O)c1ccc(C(=O)N2CCOCC2)cc1)C(=O)N1CCCC1C(=O)NC(C(=O)C(F)(F)C(F)(F)F)C(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f615f67c7b0>,0.3495440729483283
2103,2-Methoxyestradiol,COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,<rdkit.Chem.rdchem.Mol object at 0x7f615f67c820>,0.335423197492163
2133,Xylose-Derived Imidazole,O[C@H]1[C@H](O)Cn2ccnc2[C@@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7f615f688dd0>,0.3297587131367292
2141,Namn,O=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])O)[C@@H](O)[C@H]2O)c1,<rdkit.Chem.rdchem.Mol object at 0x7f615f688b30>,0.3538961038961039
2188,RU90395,COC(=O)c1cc(CC(NC(C)=O)C(=O)NC2CCCCN(Cc3ccc(-c4ccccc4)cc3)C2=O)ccc1C(F)(C(=O)O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f615f667660>,0.37425149700598803
2197,Methicillin Acyl-Serine,COc1cccc(OC)c1C(=O)NC(C(=O)OCC(N)C(=O)O)[C@@H]1NC(C(=O)O)C(C)(C)S1,<rdkit.Chem.rdchem.Mol object at 0x7f615f6679e0>,0.3489010989010989
2200,"3,8,9,10-tetrahydroxy-7-hydroxymethyl-6-oxa-1,3-diaza-spiro[4.5]decane-2,4-dione",O=C1NC2(OC(CO)C(O)C(O)C2O)C(=O)N1O,<rdkit.Chem.rdchem.Mol object at 0x7f615f667b30>,0.3238095238095238
2203,"2-Benzo[1,3]Dioxol-5-Ylmethyl-3-Benzyl-Succinic Acid",O=C(O)C(Cc1ccccc1)C(Cc1ccc2c(c1)OCO2)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f615f667c80>,0.3204225352112676
2302,SP4160,CC(=O)Nc1ccc(COc2ccc(-c3cc(C4CCN(C(=O)CNC(=O)C(CC(C)C)N=C(N)N)CC4)n(C)n3)c(Cl)c2Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f6860b0>,0.3401360544217687
2326,"N(2)-carbamimidoyl-N-{2-[4-(3-{4-[(5-carboxyfuran-2-yl)methoxy]-2,3-dichlorophenyl}-1-methyl-1H-pyrazol-5-yl)piperidin-1-yl]-2-oxoethyl}-D-leucinamide",CC(C)CC(N=C(N)N)C(=O)NCC(=O)N1CCC(c2cc(-c3ccc(OCc4ccc(C(=O)O)o4)c(Cl)c3Cl)nn2C)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f615f686900>,0.35294117647058826
2357,Compound 19,C[C@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x7f615f67a510>,0.4223826714801444
2370,"1-[3,3-Dimethyl-2-(2-Methylamino-Propionylamino)-Butyryl]-Pyrrolidine-2-Carboxylic Acid(1,2,3,4-Tetrahydro-Naphthalen-1-Yl)-Amide",CNC(C)C(=O)NC(C(=O)N1CCCC1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f615f67a9e0>,0.3945578231292517
2379,7-(alpha-D-Glucopyranosyloxy)-4-methyl-2H-1-benzopyran-2-one,Cc1cc(=O)oc2cc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12,<rdkit.Chem.rdchem.Mol object at 0x7f615f67ac80>,0.3259493670886076
2395,LY-294002,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,<rdkit.Chem.rdchem.Mol object at 0x7f615f685cf0>,0.34276729559748426
2407,JE-2147,Cc1ccccc1CNC(=O)C1N(C(=O)C(O)C(Cc2ccccc2)NC(=O)c2cccc(O)c2C)CSC1(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f615f685900>,0.37815126050420167
2408,RB106,O=C(NCC(=O)N1C(C(=O)O)CC[C@@H]1c1ccccc1)C(S)Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f685890>,0.41825095057034223
2411,"(4aS,6R,8aS)-11-[8-(1,3-Dioxo-1,3-dihydro-2H-isoindol-2-yl)octyl]-6-hydroxy-3-methoxy-5,6,9,10-tetrahydro-4aH-[1]benzofuro[3a,3,2-ef][2]benzazepin-11-ium",COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CC[N+](CCCCCCCCN1C(=O)c3ccccc3C1=O)=C2,<rdkit.Chem.rdchem.Mol object at 0x7f615f685740>,0.33783783783783783
2445,Sorbinil,O=C1NC(=O)[C@@]2(CCOc3ccc(F)cc32)N1,<rdkit.Chem.rdchem.Mol object at 0x7f615f67f2e0>,0.3877005347593583
2448,Compound 18,C[C@@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x7f615f67f430>,0.4223826714801444
2465,Purvalanol,CC(C)[C@H](CO)Nc1nc(Nc2ccc(C(=O)O)c(Cl)c2)c2ncn(C(C)C)c2n1,<rdkit.Chem.rdchem.Mol object at 0x7f615f67f970>,0.3246445497630332
2472,Kifunensine,O=C1N[C@@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@@H](CO)N2C1=O,<rdkit.Chem.rdchem.Mol object at 0x7f615f67fc10>,0.3443708609271523
2481,Tosyl-D-Proline,Cc1ccc(S(=O)(=O)N2CCCC2C(=O)O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f67ff20>,0.32978723404255317
2485,Pyroquilon,O=C1CCc2cccc3c2N1CC3,<rdkit.Chem.rdchem.Mol object at 0x7f615f6640b0>,0.3217993079584775
2509,"(2S)-1-[(2S,4R)-4-Benzyl-2-hydroxy-5-{[(1S,2R,5S)-2-hydroxy-5-methylcyclopentyl]amino}-5-oxopentyl]-4-{[6-chloro-5-(4-methyl-1-piperazinyl)-2-pyrazinyl]carbonyl}-N-(2-methyl-2-propanyl)-2-piperazineca rboxamide",C[C@H]1CC[C@@H](O)[C@H]1NC(=O)C(Cc1ccccc1)C[C@H](O)CN1CCN(C(=O)c2cnc(N3CCN(C)CC3)c(Cl)n2)CC1C(=O)NC(C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f615f6649e0>,0.3489583333333333
2527,A-98881,COc1cc(CN2C(=O)N(Cc3ccc(O)c(OC)c3)N(Cc3ccccc3)C[C@@H](O)[C@H]2Cc2ccccc2)ccc1O,<rdkit.Chem.rdchem.Mol object at 0x7f615f680eb0>,0.37919463087248323
2541,"Mono-[3,4-Dihydroxy-5-(5-Methyl-Benzoimidazol-1-Yl)-Tetrahydor-Furan-2-Ylmethyl] Ester",Cc1ccc2c(c1)ncn2[C@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7f615f680890>,0.3389423076923077
2576,N-(3-Propylcarbamoyloxirane-2-Carbonyl)-Isoleucyl-Proline,CCCNC(=O)C1OC1C(=O)NC(C(=O)N1CCCC1C(=O)O)[C@@H](C)CC,<rdkit.Chem.rdchem.Mol object at 0x7f615f6784a0>,0.356401384083045
2583,Gluco-Phenylimidazole,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)c2nc(-c3ccccc3)cn21,<rdkit.Chem.rdchem.Mol object at 0x7f615f678740>,0.34236453201970446
2645,K201 free base,COc1ccc2c(c1)CN(C(=O)CCN1CCC(Cc3ccccc3)CC1)CCS2,<rdkit.Chem.rdchem.Mol object at 0x7f615f67ecf0>,0.3368055555555556
2650,9-(6-deoxy-alpha-L-talofuranosyl)-6-methylpurine,Cc1ncnc2c1ncn2[C@@H]1O[C@H]([C@H](C)O)[C@@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7f615f67ee40>,0.3220338983050847
2744,D-Levofloxacin,C[C@@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,<rdkit.Chem.rdchem.Mol object at 0x7f615f675200>,0.3443396226415094
2775,Zebularine,O=c1ncccn1C1OC(CO)C(O)C1O,<rdkit.Chem.rdchem.Mol object at 0x7f615f675c10>,0.32142857142857145
2783,"3-[[(3R,4S,5S,6R)-7-Benzyl-4,5-dihydroxy-1,1-dioxo-3,6-bis(phenoxymethyl)-1,2,7-thiadiazepan-2-yl]methyl]-N-methylbenzamide",CNC(=O)c1cccc(CN2[C@H](COc3ccccc3)[C@H](O)[C@@H](O)[C@@H](COc3ccccc3)N(Cc3ccccc3)S2(=O)=O)c1,<rdkit.Chem.rdchem.Mol object at 0x7f615f675eb0>,0.334375
2809,2-[4-[(Z)-2-Acetamido-3-oxo-3-[[(3S)-2-oxo-1-[(4-phenylphenyl)methyl]azepan-3-yl]amino]prop-1-enyl]-2-formylphenyl]acetic acid,CC(=O)N=C(Cc1ccc(CC(=O)O)c(C=O)c1)C(=O)NC1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7f615f6735f0>,0.3531468531468531
2842,"3-{[(5R,6R)-5-Benzyl-6-hydroxy-2,4-bis(4-hydroxybenzyl)-3-oxo-1,2,4-triazepan-1-yl]sulfonyl}benzonitril",N#Cc1cccc(S(=O)(=O)N2C[C@@H](O)[C@@H](Cc3ccccc3)N(Cc3ccc(O)cc3)C(=O)N2Cc2ccc(O)cc2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f615f677740>,0.3434065934065934
2899,7-Alpha-D-Ribofuranosyl-Purine-5'-Phosphate,O=P(O)(O)OC[C@H]1O[C@H](n2cnc3ncncc32)[C@H](O)[C@@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7f615f66c900>,0.32009345794392524
2906,"2-(Biphenyl-4-Sulfonyl)-1,2,3,4-Tetrahydro-Isoquinoline-3-Carboxylic Acid",O=C(O)C1Cc2ccccc2CN1S(=O)(=O)c1ccc(-c2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f66cc10>,0.3741721854304636
2926,Nicotinamide Mononucleotide,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])O)[C@@H](O)[C@H]2O)c1,<rdkit.Chem.rdchem.Mol object at 0x7f615f6742e0>,0.3512658227848101
2965,RU82197,CC(=O)NC(Cc1ccc(C(=O)O)c(C=O)c1)C(=O)NC1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7f615f671120>,0.3860294117647059
3073,CP-320626,O=C(NC(Cc1ccc(F)cc1)C(=O)N1CCC(O)CC1)c1cc2cc(Cl)ccc2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7f615f66e740>,0.33689839572192515
3094,N2-[(Benzyloxy)carbonyl]-N-[(3R)-1-{N-[(benzyloxy)carbonyl]-L-leucyl}-4-oxo-3-pyrrolidinyl]-L-leucinamide,CC(C)CC(NC(=O)OCc1ccccc1)C(=O)NC1CN(C(=O)C(CC(C)C)NC(=O)OCc2ccccc2)CC1=O,<rdkit.Chem.rdchem.Mol object at 0x7f615f66eeb0>,0.325
3112,S-Adenosyl-L-Homoselenocysteine,Nc1ncnc2c1ncn2[C@@H]1O[C@H](C[Se]CCC(N)C(=O)O)[C@@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7f615f66a580>,0.32505643340857787
3145,"N(4)-Adenosyl-N(4)-methyl-2,4-diaminobutanoic acid",CN(CCC(N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7f615f66de40>,0.32054176072234764
3152,Naringenin,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,<rdkit.Chem.rdchem.Mol object at 0x7f615f66dc10>,0.34375
3160,"1-[4-Carboxy-2-(3-Pentylamino)Phenyl]-5,5'-Di(Hydroxymethyl)Pyrrolidin-2-One",CCC(CC)Nc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,<rdkit.Chem.rdchem.Mol object at 0x7f615f66da50>,0.3588957055214724
3163,2'-O-Acetyl Adenosine-5-Diphosphoribose,CC(=O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21,<rdkit.Chem.rdchem.Mol object at 0x7f615f66d900>,0.3221957040572792
3164,"8,9,10-trihydroxy-7-hydroxymethyl-3-methyl-6-oxa-1,3-diaza-spiro[4.5]decane-2,4-dione",CN1C(=O)NC2(OC(CO)C(O)C(O)C2O)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7f615f66d890>,0.3413897280966767
3180,Alvocidib,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,<rdkit.Chem.rdchem.Mol object at 0x7f615f66d4a0>,0.35638297872340424
3217,[4-(4-Hydroxy-Benzyl)-2-(2-Hydroxy-1-Methyl-Ethyl)-5-Oxo-Imidazolidin-1-Yl]-Acetic Acid,CC(CO)C1NC(Cc2ccc(O)cc2)C(=O)N1CC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f615f6689e0>,0.41637010676156583
3235,SP-876,O=C(O)CCNC(=O)C1CCCN1S(=O)(=O)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f666f20>,0.32131147540983607
3273,5-deoxyflavanone,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)ccc21,<rdkit.Chem.rdchem.Mol object at 0x7f615f665f20>,0.352
3277,"(2s)-2-[(2,4-Dichloro-Benzoyl)-(3-Trifluoromethyl-Benzyl)-Amino]-3-Phenyl-Propionic Acid",O=C(O)C(Cc1ccccc1)N(Cc1cccc(C(F)(F)F)c1)C(=O)c1ccc(Cl)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7f615f665d60>,0.32954545454545453
